	fcap	conj	Fold Single	1	x	u	F.	v	y			``RMO`` (a recurrence relation) builds a sequence, apply ``LMO`` on each item, halt with ``Z:``, return last; ``LN`` is arg to ``RMO``	full		[x] u 	6
	hcapdot	conj	Hypergeometric	1	x	m	H.	n	y	0	0	sum ``LN`` terms of a generalized hypergeometric series; ``LMO`` and ``RMO`` describe the series	full		[x] m 	6
	idot	verb	Integers				i.		y		1	an ascending sequence of integers; shape is ``|RN``; a negative atom in ``RN`` reverses along corresponding dimension	full			0
	idot#dyadic	verb	Index Of		x		i.		y	_	_	find the first occurence of ``RN`` in ``LN``; return ``#LN``, if not found; for sorted lists of integers ``i.!.1`` is faster	full		x 	2
	ico	verb	Steps				i:		B		0	a sequence of integers from ``-RN`` to ``+RN``; ``b`` in a complex number ``(a j. b)`` gives the number of steps between	full			0
	ico#dyadic	verb	Index Of Last		x		i:		y	_	_	find the last occurence of ``RN`` in ``LN``; return ``#LN``, if not found (same as for ``i.``)	full		x 	2
	icapdot	verb	Indices				I.		H		1	indexes of all ``1``'s in ``RN``; equivalent to ``RN # i. # RN``; if an atom of ``RN`` is greater than ``1``, the index is repeated	full			0
	icapdot#dyadic	verb	Interval Index		A		I.		y	_	_	binary search; ``LN`` should be sorted (either in ascending or descending order)	full		A 	2
	jdot	verb	Imaginary				j.		y		0	multiply ``RN`` by ``0j1``, which represents the imaginary unit i; equivalent to ``0j1 * RN``	full			0
	jdot#dyadic	verb	Complex		x		j.		y	0	0	combine ``LN`` and ``RN`` into a complex number; equivalent to ``LN + 0j1 * RN``	full		x 	2
	lcapdot	verb	Level Of				L.		y		_	the greatest level of nesting of a boxed noun, or ``0`` if unboxed	full			0
	lcapco#dyadic	conj	Level At	1	x	u	L:	n	y	_	_	the same box structure but contents of each box on level ``RMO`` (``0`` for leaves) modified by ``LMO``	full		[x] u 	6
	mcapdot	adverb	Memo	1	x	u	M.		y	lu	ru	memoization; records only atomic arguments; user can't control the size of the table	full		[x] u 	6
	ncapbcapdot	noun	Comment				NB.					everything from ``NB.`` to the end-of-line (``LF``) will be ignored by the interpreter	full			0
	odot	verb	Pi Times				o.		y		0	π times ``RN`` given any number ``RN``; ``1p1 = o. 1``	full			0
	odot#dyadic	verb	Circle Function		x		o.		y	0	0	trigonometric and hyperbolic functions, their inverses; [The Story of ○](https://www.jsoftware.com/papers/eem/storyofo.htm)	full		x 	2
	pdot	verb	Roots				p.		y		1	convert the polynomial ``RN`` between coefficient and multiplier-and-roots form	full			0
	pdot#dyadic	verb	Polynomial		x		p.		y	1	0	evaluate polynomial ``LN`` for given value(s) of ``RN``	full		x 	2
	pdotdot	verb	Polynomial Derivative				p..		y		1	the first derivative of a given polynomial ``RN``	full			0
	pdotdot#dyadic	verb	Polynomial Integral		x		p..		y	0	1	the integral of a given polynomial ``RN``; ``LN`` is the constant of integration that will be added to the result	full		x 	2
	pco	verb	Primes				p:		y		0	the ``RN``-th prime (starting with ``2`` as the ``0``-th prime); the inverse ``p:^:_1 RN`` tells the number of primes less than ``RN``	full			0
	pco#dyadic	verb	Primes		x		p:		y	_	_	a collection of prime-related functions of integer ``RN``, with ``LN`` selecting the function	full		x 	2
	pco#dyadic	verb	Primes		_4		p:		y	_	_	the largest prime smaller than ``RN``	full		_4 	3
	pco#dyadic	verb	Primes		_1		p:		y	_	_	π(``RN``), the number of primes less than ``RN`` (same as ``p:^:_1``)	full		_1 	3
	pco#dyadic	verb	Primes		0		p:		y	_	_	``1`` if ``RN`` is not prime	full		0 	2
	pco#dyadic	verb	Primes		1		p:		y	_	_	``1`` if ``RN`` is prime	full		1 	2
	pco#dyadic	verb	Primes		2		p:		y	_	_	a 2-row table of the prime factors and exponents in the factorization of ``RN`` (same as ``__ q: RN``)	full		2 	2
	pco#dyadic	verb	Primes		3		p:		y	_	_	the list of primes whose product is equal to ``RN`` (same as ``q: RN``)	full		3 	2
	pco#dyadic	verb	Primes		4		p:		y	_	_	the smallest prime larger than ``RN``	full		4 	2
	pco#dyadic	verb	Primes		5		p:		y	_	_	the number of integers less than or equal to ``RN`` that are relatively prime to ``RN`` (Euler's totient function φ(y))	full		5 	2
	qco	verb	Prime Factors				q:		y		0	the prime factorization of integer ``RN``, listed in ascending order; same as ``3 p: RN``	full			0
	qco#dyadic	verb	Prime Exponents		x		q:		y	0	0	primes and exponentes in the factorization of ``RN``; ``LN>0``, the leading exponents; ``LN<0``, table, trailing, zeros excluded	full		x 	2
	rdot	verb	Angle				r.		y		0	angle ``RN`` (in radians), expressed as a unit vector in the complex plane	full			0
	rdot#dyadic	verb	Polar		x		r.		y	0	0	like monadic ``(r.)``, but with a scaling factor ``LN``; equivalent to ``LN * (r. RN)``	full		x 	2
	sco	verb	Symbol				s:		y		_	intern a boxed string; some operations on symbols are faster, than on boxed strings (search, comparison)	full			0
	sco#dyadic	verb	Symbol		x		s:		y	_	_	verbs for working with symbol sets: table of symbols, store/restore the global symbols data, etc	full		x 	2
	scapco	conj	Spread	1	x	u	S:	n	y	_	_	apply ``LMO`` to contents of each box on level ``RMO`` (``0`` for leaves), collect results into an array (compare with ``L:``)	full		[x] u 	6
	uco	verb	Unicode				u:		y		_	convert an integer ``RN`` to the unicode character having ``RN`` as its code point; convert a character to unicode precision	full			0
	uco#dyadic	verb	Unicode		x		u:		y	_	_	convert between numbers, character precisions and encodings according to the Unicode and UTF-8 standards	full		x 	2
	xco	verb	Extended Precision				x:		y		_	convert a number ``RN`` to extended precision, either extended integer or rational	full			0
	xco#dyadic	verb	Num/Denom		x		x:		y	_	_	convert a number ``RN`` of any precision to a precision chosen by ``LN``	full		x 	2
	zcapco	verb	Terminate Fold		x		Z:		y	_	_	terminate Fold, in whole or part	full		x 	2
	zeroco	verb	Constant Function	1	x		0:		y	_	_	the value ``0``, whatever the arguments happen to be; has sister-primitives ``_:``, ``1:``, ..., ``9:`` and ``_1:``, ..., ``_9:``	full		[x] 	4
	udot	verb	Enhanced Operand				u.				_	find the value of ``u`` in current namespace, switch to a previous namespace, execute the value there	full			0
	udot	verb	Enhanced Operand				v.				_	find the value of ``v`` in current namespace, switch to a previous namespace, execute the value there				0
																7
